O diabetes se caracteriza pela deficiência de produção e/ou de ação da insulina. O diabetes tipo 1 é resultante da destruição autoimune das células produtoras de insulina. O diagnóstico desse tipo de diabetes acontece em geral durante a infância e a adolescência mas pode também ocorrer em outras faixas etárias. Já no diabetes tipo 2 o pâncreas produz insulina mas há incapacidade de absorção das células musculares e adiposas. Esse tipo de diabetes é mais comum em pessoas com mais de 40 anos acima do peso sedentárias sem hábitos saudáveis de alimentação mas também pode ocorrer em jovens. Confira 10 coisas que você precisa saber sobre os dois tipos mais comuns de diabetes: 1. No tratamento do diabetes o ideal é que a glicose fique entre 70 e 100mg/dL.  A partir de 100mg/dL  em jejum ou 140mg/dL duas horas após as refeições considera-se hiperglicemia e abaixo de 70mg/., diabetes
A diabetes tipo 2 é uma doença cujos níveis de açúcar no sangue estão mais elevados do que o normal devido a uma maior resistência à insulina ou menor quantidade de produção da mesma gerando sintomas como muita sede boca seca urina frequente e emagrecimento sem causa aparente que nem sempre é identificada pelo portador da doença. As causas desta doença podem estar relacionadas com fatores hereditários obesidade sedentarismo e consumo excessivo de alimentos ricos em carboidratos. Em alguns casos a diabetes tipo 2 tem cura e o tratamento pode ser feito através do uso da insulina hipoglicemiantes orais dieta adequada e exercícios físicos., diabetes
Os sintomas da diabetes tipo 2 são mais frequentes após os 40 anos de idade e são: Emagrecer mesmo comendo muito; Ter muita sede e boca seca; Ter muita fome; Urinar com frequência; Visão turva ou embaçada; Dificuldade na cicatrização de feridas; Episódios de candidíase furúnculos e infecções urinárias várias vezes ao ano; Cansaço e apatia mesmo sem ter feito nenhum esforço. Estes sintomas nem sempre estão presentes e podem não surgir ao mesmo tempo., diabetes
O diagnóstico da diabetes mellitus tipo 2 é feito através do exame de sangue ou de urina que avalia a taxa de glicose no organismo. Este teste pode ser feito em jejum e deve ser realizado em 2 dias diferentes para haver uma comparação entre os resultados. Os valores de referência da glicose em jejum são de até 110 mg/dL de sangue. Quando o indivíduo possui valores de glicose em jejum entre 110 e 125 mg/dL é diagnosticado com pré-diabetes e quando possui glicose em jejum superior a 126 mg/dL pode ter diabetes., diabetes
O tratamento para a diabetes tipo 2 pode ser feito através de: Uso de insulina ou hipoglicemiantes orais como a Metformina; Dieta sem açúcar e com baixo teor de carboidratos presentes no pão bolo biscoito macarrão batata e arroz; Exercícios físicos moderados sob orientação do preparador físico para não haver hipoglicemia; Baixo consumo de bebidas alcoólicas; Verificação diária da taxa de insulina no sangue ao acordar e após as refeições. Em maior parte dos casos este tratamento deve ser realizado por toda a vida e é importante que o indivíduo saiba verificar seus próprios níveis de açúcar no sangue para o fazer em casa diariamente e dependendo do resultado tratá-la através da alimentação ou da ingestão de medicamentos. Saiba mais sobre o tratamento. Em muitos casos é possível alcançar a cura da diabetes tipo 2 através do emagrecimento que pode ser alcançado com a prática de exercícios e dieta apropriada., diabetes
A diabetes tipo 1 é quando o pâncreas deixa de produzir insulina e a diabetes tipo 2 é quando há dificuldade para usar a insulina de forma eficiente. Ambas situações levam ao excesso de açúcar no sangue e como consequência surgem sintomas como boca seca sede intensa urina em excesso e fome constante. Os remédios podem ser os hipoglicemiantes como o Glifage para o tipo 2 ou a própria insulina na diabetes tipo 1. Veja como deve ser a alimentação e os cuidados necessários para viver bem e evitar as complicações que a diabetes pode trazer como alterações renais e nos olhos., diabetes
O diabetes é doença de origem múltipla decorrente deficiência de produção do hormônio conhecido como insulina. A sua falta e/ou da incapacidade de exercer adequadamente suas funções ocasiona um aumento da glicose (açúcar) no sangue. O pré-diabetes é um termo utilizado para indicar pacientes potenciais ao desenvolvimento da doença. É um estado intermediário do indivíduo saudável e o diabético tipo 2 isso porque ele tem uma predisposição genética de impossibilidade de produção de insulina O Diabetes tipo 1 pode ocorrer por uma herança genética em conjunto com infecções virais. A doença pode se manifestar em qualquer idade mas é mais comum ser diagnosticada em crianças adolescentes ou adultos jovens e caracteriza-se pela perda funcional do pâncreas na produção de insulina devido a uma falha do sistema imunológico fazendo com que as células produtoras desse hormônio percam sua capacidade ., diabetes
Os principais sintomas do Diabetes são vontade de urinar frequente fome sede excessiva e perda de peso. Esses sintomas ocorrem devido a produção insuficiente ou incapacidade de produção da insulina. No Tipo 1 é possível ainda perceber sintomas como alteração de humor náusea fadiga e fraqueza. O diabético do Tipo 2 não apresenta sintomas iniciais podendo ser assintomática durante muitos anos mas é possível identificar a doença quando o indivíduo apresentar infecções frequentes demora em cicatrizações alteração na visão formigamento nos pés e furúnculo. No tipo gestacional o diagnóstico pode ser percebido devido a alterações no aumento da glicemia e no ganho excessivo de peso., diabetes
O diabetes acontece devido a uma deficiência na capacidade de o pâncreas produzir insulina em quantidade suficiente para suprir as necessidades do organismo ou devido a incapacidade de ação adequada desse hormônio. A insulina é responsável pela redução da glicemia permitindo que o açúcar presente no sangue possa agir dentro das células como fonte de energia., diabetes
A hipertensão ocorre quando a pressão do sangue causada pela força contração do coração e das paredes das artérias para impulsionar o sangue para todo o corpo ocorre de forma intensa sendo capaz de provocar danos na sua estrutura. A pressão arterial é medida através de aparelhos como o tensiômetro ou esfigmomanômetro e pode ter uma variação relativamente grande sem sair dos níveis de normalidade. Para algumas pessoas ter uma pressão abaixo de 12/8 como por exemplo 10/6 é normal. Já valores iguais ou superiores a 14 (máxima) e/ou 9 (mínima) são considerados como hipertensão para todo mundo. Meça a sua pressão e compare com a tabela abaixo:, hipertensao
Tontura falta de ar palpitações dor de cabeça frequente e alteração na visão podem ser sinais de alerta para alteração na função de bombeamento do sangue entretanto a hipertensão geralmente é silenciosa por isso é importante a medida regular da pressão arterial, hipertensao
Obesidade histórico familiar estresse e envelhecimento estão associados ao desenvolvimento da hipertensão. O sobrepeso e a obesidade podem acelerar até 10 anos o aparecimento da doença. O consumo exagerado de sal associados a hábitos alimentares não adequados também colaboram para o surgimento da hipertensão., hipertensao
A hipertensão em sua grande maioria não tem cura mas pode ser controlada. Nem sempre o tratamento significa o uso de medicamentos sendo imprescindível a adoção de um estilo de vida mais saudável como mudança de hábitos alimentares redução do consumo de sal atividade física regular não fumar consumo de álcool com moderação entre outros, hipertensao
As principais complicações da hipertensão são derrame cerebral também conhecido como AVC infarto agudo do miocárdio e doença renal crônica. Além disso a hipertensão pode levar a uma hipertrofia do músculo do coração causando arritmia cardíaca. O tratamento de hipertensão de forma continua amplia a qualidade e expectativa de vida., hipertensao
A hipertensão arterial sistêmica (HAS) ou pressão alta é uma condição clínica multifatorial caracterizada por níveis elevados e sustentados da pressão arterial (PA). Considerando-se valores de pressão arterial maiores ou iguais a 140 / 90mmHg. (1 2 e 3), hipertensao
A última pesquisa que mensurou os dados da hipertensão em todo Brasil foi a Pesquisa Nacional de Saúde (PNS) feita pela Instituto Brasileiro de Geografia e Estatística (IBGE) em 2013. Nela foi detectada que 214% da população acima de 18 anos. Entre as mulheres há um número maior com hipertensão (242%) enquanto entre os homens apenas 183% têm esse diagnóstico., hipertensao
Os valores de pressão arterial em indivíduos acima de 18 anos classificam-se em (1 2 e 3) :Ótima: Pressão sistólica <120 _tmplitem="20" e Pressão diastólica <80 Normal: Pressão sistólica <130 e Pressão diastólica: <85 Limítrofe:130-139 e Pressão diastólica: 85-89 Hipertensão estágio 1: Pressão sistólica: 140-159 e Pressão diastólica: 90-99 Hipertensão estágio 2: Pressão sistólica: 160-179 e Pressão diastólica: 100-109 Hipertensão estágio 3: Pressão sistólica: = 180 e Pressão diastólica = 110 Hipertensão sistólica isolada: Pressão sistólica: = 140 e Pressão diastólica: < 90., hipertensao
A hipertensão pode ser dividida em três estágios definidos pelos níveis de pressão arterial. Esses números somados a condições relacionadas que o paciente venha a ter como diabetes ou histórico de AVC determinam se o risco de morte cardiovascular do paciente é leve moderado alto ou muito alto. Além disso quanto mais alta a pressão arterial maior a chance de o paciente precisar usar medicamentos (1 2 e 3), hipertensao
A hipertensão normalmente é causada quando há uma resistência e endurecimento maior dos vasos sanguíneos para a passagem do sangue o que necessita uma força maior do coração para o bombeamento do sangue., hipertensao
Preparar diariamente refeições equilibradas ricas em nutrientes e ainda por cima variadas não é tarefa fácil. É preciso que as necessidades nutricionais de toda a família sejam satisfeitas sem desequilíbrios dietéticos nem económicos. O processo de decisão começa no supermercado., alimentacao
As amoras são excelentes nutrientes baixas em açúcar e grandes fornecedoras de antioxidantes o que contribui para o reforço do sistema imunitário. A papaia é outro alimento a ter em conta devido ao seu elevado conteúdo em vitaminas A e C. Com efeito segundo estudos recentes apenas meia papaia fornece 150% das necessidades diárias de vitamina C, alimentacao
Além de minerais tão saudáveis como o ferro e o potássio o gengibre contém uma substância o gingerol cujo efeito é semelhante ao de fármacos como a aspirina uma vez que é analgésico. Também é anti-inflamatório e antipirético controla a tensão arterial e é um tónico para o estômago dado que reduz as náuseas – sobretudo as típicas da gravidez – e as ressacas, alimentacao
Embora não contenham tanto ferro como se pensava o certo é que os espinafres são um alimento imprescindível na dieta quotidiana já que são ricos em antioxidantes estimulam a função pancreática e têm propriedades laxantes. Devido ao seu elevado conteúdo em potássio e à baixa presença de sódio também potenciam uma ação diurética que favorece a eliminação do excesso de líquidos do organismo, alimentacao
Alimentar-se é um ato natural e vital ao ser humano. Alimentação é um processo de ingestão de alimentos capazes de fornecer ao nosso organismo nutrientes para o seu desenvolvimento. Alimentação saudável é capaz de influenciar positivamente na saúde e qualidade de vida das pessoas. Além de fornecer saúde boa energia e bem-estar geral ela também nos ajuda a combater doenças manter o peso corporal saudável e um bom desenvolvimento físico, alimentacao
Cada indivíduo necessita de quantidades específicas de macro e micronutrientes para manter suas funções orgânicas suas atividades diárias e seu corpo em equilíbrio. Isto depende do sexo da idade do estado fisiológico e da atividade física. É sempre importante que um nutricionista calcule e adapte estas particularidades a cada pessoa individualmente. As refeições devem ser variadas oferecendo todos os grupos de nutrientes pois nenhum alimento sozinho é capaz de proporcionar tudo que o organismo precisa sendo necessária a variedade sempre. Também não é porque um alimento é bom que ele deva ser consumido em excesso., alimentacao
Escolha os alimentos corretamente. Opte mais pelos alimentos que a natureza produz. Evite o excesso de industrializados e principalmente evite os utraprocessados. Descasque mais e desembale menos, alimentacao
Mastigue bem os alimentos assim terá melhor digestão absorção de nutrientes saciedade e consequentemente controle do metabolismo e peso corporal, alimentacao
Evite temperos industrializados. Use e abuse dos sabores e aromas especiais de alho cebola alho poro gengibre açafrão alecrim coentro orégano manjericão pimentas de tantos tipos salsão salsinha e cebolinha e outros que melhoram o paladar e principalmente o valor nutricional da preparação. Todos têm poder antioxidante e anti-inflamatório tão necessários ao organismo., alimentacao
Inclua frutas e vegetais no seu dia a dia e os consuma com casca e bagaço quando possível para aproveitar melhor todos os seus elementos. As fibras neles contidas auxiliam no bom funcionamento intestinal na saciedade e ainda permitem uma elevação de glicemia dentro da nossa corrente sanguínea mais lentamente e isso é favorável inclusive para evitar ganho excessivo de peso. Um prato colorido significa uma boa variedade de alimentos e portanto de nutrientes. Com isso a sua saúde agradece, alimentacao
Gastroplastia também chamada de cirurgia bariátrica cirurgia da obesidade ou ainda de cirurgia de redução do estomago é - como o próprio nome diz - uma plástica no estômago (gastro = estômago e plastia = plástica). Ela tem como objetivo reduzir o peso de pessoas com o IMC muito elevado, cirurgia_bariatrica
cirurgia bariátrica está indicada segundo a Organização Mundial da Saúde (OMS) para pacientes com IMC acima de 35 Kg/m² que tenham complicações como apneia do sono hipertensão arterial diabetes aumento de gorduras no sangue e problemas articulares ou para pacientes com IMC maior que 40 Kg/m² que não tenham obtido sucesso na perda de peso após dois anos de tratamento clínico (incluindo o uso de medicamentos)., cirurgia_bariatrica
Existem três tipos básicos de cirurgias bariátricas: restritivas mistas e disabsortivas. As cirurgias que apenas diminuem o tamanho do estômago são chamadas do tipo restritivo (Banda Gástrica Ajustável Gastroplastia Vertical com Bandagem ou Cirurgia de Mason e a Gastroplastia Vertical em “Sleeve”). A perda de peso se faz pela redução da ingestão de alimentos. Existem também as cirurgias mistas nas quais há a redução do tamanho do estomago e um desvio do trânsito intestinal. Há além da redução da ingestão a diminuição da absorção dos alimentos. As cirurgias mistas podem ser predominantemente restritivas (derivação Gástrica com e sem anel) e predominantemente disabsortivas (derivações bileopancreáticas), cirurgia_bariatrica
Antes da cirurgia todo paciente precisa ser avaliado individualmente devendo ser submetido a uma avaliação clínico-laboratorial que inclui - além da aferição da pressão arterial - dosagens da glicemia lipídeos e outras dosagens sanguíneas avaliação das funções hepática cardíaca e pulmonar. A endoscopia digestiva e a ecografia abdominal são importantes procedimentos pré-operatórios. A avaliação psicológica também faz parte dos procedimentos pré-operatórios obrigatórios. Pacientes com doença psiquiátrica grave devem ser tratados antes da cirurgia, cirurgia_bariatrica
Na maioria dos pacientes a cirurgia bariátrica - além de levar a uma perda de peso grande - traz benefícios no tratamento de todas as outras doenças relacionadas à obesidade. É possível uma melhora importante ou mesmo remissão do seu diabetes do controle da pressão arterial dos lipídeos sanguíneos dos níveis de ácido úrico e alívio das dores articulares, cirurgia_bariatrica
Do ponto de vista nutricional os pacientes submetidos à cirurgia bariátrica deverão ser acompanhados pelo resto da vida com o objetivo de receberem orientações específicas para elaboração de uma dieta qualitativamente adequada. Quanto mais disabsortiva for a cirurgia maior a chance de complicações nutricionais como anemias por deficiência de ferro de vitamina B12 e/ou ácido fólico deficiência de vitamina D e cálcio e até mesmo desnutrição nas cirurgias mais radicais. Reposições vitamínicas são feitas após a cirurgia e mantidas por tempo indeterminado. A diarreia pode ser uma complicação nas cirurgias mistas principalmente na derivação bileopancreática, cirurgia_bariatrica
A adesão ao tratamento deverá ser avaliada pois alguns pacientes podem recorrer a preparações de alta densidade calórica e de baixa qualidade nutricional - que além de provocarem hipoglicemia e fenômenos vasomotores (sudorese taquicardia sensação de mal-estar) - colocam em risco o sucesso da intervenção em longo prazo reduzindo a chance do indivíduo perder peso, cirurgia_bariatrica
 A cirurgia antiobesidade é um procedimento complexo e apresenta risco de complicações. A intervenção impõe uma mudança fundamental nos hábitos alimentares dos indivíduos. Portanto é primordial que o paciente conheça muito bem o procedimento cirúrgico e quais os riscos e benefícios da cirurgia. Desta forma além das orientações técnicas o acompanhamento médico nutricional psicológico e o apoio da família são aconselháveis em todas as fases do processo, cirurgia_bariatrica
 Em pacientes que apresentaram uma perda de peso muito grande uma cirurgia plástica para retirada do excesso de pele é necessária. A mesma poderá ser feita quando a perda de peso estiver totalmente estabilizada ou seja depois de aproximadamente dois anos, cirurgia_bariatrica
  Mulheres que realizam cirurgia bariátrica devem aguardar pelo menos de 15 a 18 meses para engravidar. A grande perda de peso logo após a cirurgia pode prejudicar o crescimento do feto, cirurgia_bariatrica